HEADER_1;HEADER_2;HEADER_3;HEADER_4;HEADER_5;HEADER_6;HEADER_7;HEADER_8;HEADER_9;HEADER_10;HEADER_11;HEADER_12;HEADER_13;HEADER_14;HEADER_15;HEADER_16;HEADER_17;HEADER_18;HEADER_19;HEADER_20;HEADER_21;HEADER_22;HEADER_23;HEADER_24;HEADER_25;HEADER_26;HEADER_27;HEADER_28;HEADER_29;HEADER_30;HEADER_31;HEADER_32;HEADER_33;HEADER_34;HEADER_35;HEADER_36;HEADER_37;HEADER_38;HEADER_39;HEADER_40;HEADER_41;HEADER_42;HEADER_43;HEADER_44;HEADER_45;HEADER_46;HEADER_47;HEADER_48;HEADER_49;HEADER_50;HEADER_51;HEADER_52;HEADER_53;HEADER_54;HEADER_55;HEADER_56;HEADER_57;HEADER_58;HEADER_59;HEADER_60;HEADER_61;HEADER_62;HEADER_63;HEADER_64;HEADER_65;HEADER_66;HEADER_67;HEADER_68;HEADER_69;HEADER_70;HEADER_71;HEADER_72;HEADER_73;HEADER_74;HEADER_75;HEADER_76;HEADER_77;HEADER_78;HEADER_79;HEADER_80;HEADER_81;HEADER_82;HEADER_83;HEADER_84;HEADER_85;HEADER_86;HEADER_87;HEADER_88;HEADER_89;HEADER_90;HEADER_91;HEADER_92;HEADER_93;HEADER_94;HEADER_95;HEADER_96;HEADER_97;HEADER_98;HEADER_99;HEADER_100;HEADER_101;HEADER_102;HEADER_103;HEADER_104;
12847;13586;22031;31704;7985;10812;20550;21846;14990;24544;6759;12044;6498;17084;10763;13501;21175;32451;26659;9510;32166;5304;16444;13362;23231;28156;13570;23916;11436;25253;7683;15033;1040;26063;29366;13127;693;19511;18108;5825;23015;24838;23397;30917;2075;15594;27254;24727;6613;4971;3626;8471;29128;27261;27254;27888;23614;28753;31633;31507;29114;25457;11700;20324;3292;16652;8735;31666;22406;11662;17756;27885;13117;19316;6855;6291;210;29791;24910;7788;2881;2151;30070;12919;6617;18353;5278;25380;28061;27204;25992;4035;11755;27160;27157;9021;2139;13168;15952;26370;2026;12138;18606;578;
26456;23765;16277;31072;25294;27458;10266;16804;19652;3166;12815;15664;27170;28543;5437;13109;22949;7036;21486;6246;2693;6850;1711;15277;1621;11684;5459;11037;4650;30451;315;25897;27391;22223;9429;10771;8536;26556;3171;423;22566;20985;19454;18728;27371;26893;30426;23947;16158;18338;7115;13795;17617;23958;27400;541;27281;9296;26928;8685;2190;27984;21386;2056;1788;32522;6545;23956;17336;29685;4016;31196;31535;4063;16202;585;14460;32643;30717;18062;4304;13917;1576;11554;11799;24253;12970;17395;27864;4123;28653;18777;4445;16298;22564;16712;22549;7983;24784;27339;25910;24084;26505;10669;
22438;184;31739;14457;796;16906;2863;13990;5507;13142;20492;26379;11167;3679;11549;12953;6386;28077;21396;17224;26337;24360;23439;19282;20243;1254;12699;19616;13594;14402;32118;29825;25429;25390;26138;24482;3860;970;22262;23099;26622;3637;10879;28806;14000;8354;24039;25461;20135;15791;12844;21924;22368;243;24149;17549;12477;470;14073;8699;30379;22694;28416;8641;26626;31207;21933;4011;13485;23530;13789;16821;30474;6817;14985;31355;23699;3505;31890;20465;16831;1225;7614;27220;17699;7730;5373;12128;5597;27560;4082;11716;306;22889;3502;23763;886;2955;5823;1148;24620;9618;13929;24956;
1391;12354;6451;22994;16017;4530;29862;21875;31233;19362;7249;3904;9842;29710;26640;29237;27449;7172;20366;22243;16375;6322;24329;13600;10105;25283;26965;7677;4572;32748;6948;4600;10741;10945;21380;1907;4592;11470;26025;13669;21302;7907;10221;30288;1429;943;29717;22387;29083;28816;31958;10304;12866;14506;7320;7696;6611;20023;377;24598;24068;19997;23189;3985;20323;27078;27269;8262;8184;9004;8997;5422;32038;3891;11930;30060;211;4668;2452;3457;15817;19191;4817;20675;27483;8056;13283;28428;29771;8334;1842;29359;27883;14160;8004;31408;13443;20728;21308;25908;17907;31989;13473;32310;
31641;12603;4705;1660;19061;10462;11542;9929;14475;4319;135;9045;4745;30534;18034;25466;9386;12400;5769;8624;31450;9899;18362;22459;27675;18432;30387;15139;29991;1616;21926;24037;9815;7587;10569;18280;10435;5308;5922;6578;7851;11249;10497;5852;25366;11833;10702;6851;27832;22663;16260;23809;22553;19286;26238;3868;23796;14981;12786;11004;13021;20326;30139;1443;10535;28946;15707;31256;30213;26367;13376;16548;239;2516;25414;17985;11336;30331;26494;6224;25149;30584;1582;14474;26864;6266;16920;27961;16854;6192;22015;25000;6237;11358;14440;10968;979;19504;3230;1140;8323;29902;9464;23047;
17441;7216;31326;28781;20840;17972;15626;17288;28417;28654;25228;27700;9639;17727;21777;8828;10633;21673;10212;12302;21231;13665;30005;26348;2593;21414;18714;28773;10885;22354;15827;2116;8455;22703;11602;30791;18877;22411;7163;26578;20683;10383;16552;21477;6789;19660;19952;17228;30420;26519;24745;2837;9179;18071;14251;14151;25562;12316;6359;27601;10834;27570;1880;20929;9322;14583;12073;25782;8337;10409;10711;13464;6501;3075;137;28550;26579;28234;3901;18448;24704;19619;11604;2983;24680;39;16209;32081;3270;3641;5598;18594;18995;21271;15888;8423;12049;15024;9963;24740;29994;31670;16425;15681;
11925;2291;30263;25344;16858;11488;12161;3378;29013;884;12015;28331;29152;17978;32687;32371;21676;7846;20022;31934;18544;29353;21121;17438;30150;24451;12193;15096;31441;22233;27766;31029;18980;4615;27067;30265;28895;20407;31042;21273;2075;4019;31361;5384;21897;16631;8270;25619;24405;5643;17383;8719;30545;29583;26933;28111;335;11543;22610;26266;30926;1082;28744;17371;31194;7654;5916;5403;20781;25078;27403;15917;22426;30983;6419;936;7340;23687;31925;15259;9354;11534;27898;30331;15645;17138;23220;13408;11893;11542;9222;31345;19049;4610;16678;23709;8062;10041;11874;20365;21259;12998;14177;22230;
26266;19225;1964;25458;27792;18705;9324;30321;28689;8282;13174;23532;5150;4601;13188;4667;11776;27941;2501;12647;24298;21081;2201;26338;28890;11431;21397;22902;31424;21839;17614;2428;4066;5520;14164;334;32383;31422;23292;27135;25010;12437;30051;22601;2714;21965;13359;26054;1208;32494;29848;27235;14744;23398;9256;27155;30644;12505;7870;2752;24725;8376;11737;9863;571;27669;3347;20004;8127;10678;6124;20395;27959;8808;1225;5498;17114;18325;20797;29035;2917;30745;17286;10318;29117;1874;9563;20886;4565;14966;7141;24402;12498;12330;16651;25183;16493;26192;25074;24284;12697;21024;1732;17631;
23142;15994;10161;24934;29478;25722;13108;23441;28366;29262;18840;4622;12959;29764;20922;27860;28933;21543;19216;30484;11199;25292;234;21868;8512;8168;760;27743;10581;13348;1805;19202;17673;20852;6178;11767;26054;28068;13982;11935;12220;2868;19925;29324;15238;1125;8910;28469;6923;3220;8265;5614;9635;23495;9216;31767;20348;14470;12590;21395;4155;21484;11342;18300;7398;11261;1061;4372;30977;26682;27650;22783;8951;25715;2885;14512;24508;24029;17950;28706;27057;30308;919;9160;1736;578;5333;14022;18920;21457;8602;5473;915;31133;15887;948;9670;8894;3521;17573;7968;7525;6121;11544;
28999;9140;12528;30563;1672;27347;7474;27393;2749;10304;20739;11402;19316;358;29167;18914;25421;6514;32070;22193;13476;12642;14297;11540;30576;3678;19198;9875;24171;6732;13018;24914;6004;29343;25055;25995;11057;22895;15763;16187;32760;15567;22675;24604;1008;18523;3544;24020;17011;13584;24890;24684;26807;19297;18738;21763;32174;19334;17892;14532;20778;12312;26973;4117;26181;32475;13593;24081;23808;7131;28872;12345;7978;21178;24145;4710;21636;2632;28440;32515;25122;22100;24189;8056;30996;23490;21925;28905;30790;15070;31868;8481;9637;29680;7162;14281;643;31249;13734;24542;16189;26684;13401;25954;
4635;3240;6725;15185;30071;15957;20533;7638;4386;12517;31254;9407;21251;15022;29879;23087;31489;16653;24781;10642;7716;16125;24378;15062;25846;6632;25231;3545;2352;14525;14799;27165;22162;4418;14454;30403;13075;8108;8121;3767;29242;31853;11536;9512;30668;1101;29170;20027;28071;18108;22751;16384;4334;11878;31652;24485;23142;6153;11995;12009;1568;19331;26289;11732;15961;2864;22764;1189;28062;11634;44;2573;31796;29841;25712;31130;31926;6342;19677;28278;3072;14482;16059;30289;26700;9044;28097;20636;923;12827;402;11768;5463;8889;21639;1006;28470;10521;4015;18656;6497;10962;18452;11327;
31190;22779;320;7935;2826;7234;14592;16456;26067;1848;24680;623;8838;17135;26135;7204;21852;10695;13757;6637;10779;1157;20698;9171;25330;7589;25800;19290;16036;7922;507;30135;2537;27987;22664;13886;24593;30440;7652;11546;24298;10069;32750;15936;20964;30302;18736;13478;6259;17589;6754;9647;19381;31503;23856;10474;26453;8061;21566;14333;31151;21754;27752;19164;7988;31040;13134;1087;19728;21729;5904;594;12043;4498;21334;10158;7341;27338;12180;28808;27046;19596;29324;10280;5485;21632;12052;4765;7718;26953;19993;24240;31433;23571;31204;29718;129;18539;20124;29162;14162;9812;29708;29018;
25087;17047;1191;24736;15659;4442;26057;2612;14782;3828;30016;7231;13962;8960;12299;17491;32047;14768;13921;13146;1595;1893;20726;7629;18582;10876;23417;3111;6174;8042;14433;3992;22414;15115;12777;12029;420;7991;27737;8208;19843;23959;19848;8412;29270;15542;32159;1397;20022;21339;25887;19941;29774;28183;19494;22633;26172;29466;32494;990;31931;14410;7062;22134;17279;32663;27941;31919;19553;3464;30668;13446;15804;3610;6763;30951;8215;15307;26967;361;12036;31986;9819;27192;12615;27473;31228;6226;7227;31213;20993;11767;1650;11550;2355;9050;11676;6370;15458;22429;5034;6518;28840;11772;
30515;31272;28402;2889;11030;32359;30907;18328;4449;284;14875;26683;15729;7741;7425;13809;347;6814;25020;858;27275;32267;8385;14254;29099;5013;6568;29103;25031;17449;29559;22236;15022;32615;21027;25320;4763;9904;25940;19306;15124;11905;21609;19414;11539;27136;11196;28076;100;13525;12071;8431;29262;28475;13767;14553;16245;87;29439;8397;21759;21192;20672;23949;7414;32639;16136;11949;27117;6865;7337;25672;17895;22474;7500;15601;10356;30149;20661;24556;22557;11321;12105;18335;31490;2262;20429;12355;6850;29649;10864;24287;8091;20092;3340;21623;1747;24601;9385;16768;22614;1264;16451;19864;
8096;21407;12493;1908;27613;11442;27253;4378;6991;26739;19242;23632;30193;5891;10843;2900;23386;1706;5634;18893;2019;1132;24802;12802;13580;2781;26124;4682;6428;21302;9640;9923;2568;31911;7922;6983;18326;15855;2947;27036;12482;21803;24530;26603;26721;10731;13562;7028;11524;21899;32702;9087;26655;1473;14538;20630;14443;28018;23099;15345;31624;14282;22114;29490;6887;12683;27589;3155;8167;7333;31335;13788;21310;25096;15946;5977;27547;5558;4913;5643;3978;284;9642;20958;11927;10146;13644;28315;30134;31105;19518;32095;25314;10452;4089;6732;15365;21747;3918;4734;27928;32764;12714;9792;
4491;690;11161;15232;11495;29323;7305;5249;22194;11780;14801;24272;23955;824;10993;11897;9654;9393;31515;14714;18034;24702;17395;26488;11049;19845;30100;2481;15216;25371;24531;20274;20080;11986;24775;18762;28044;7314;23689;5182;10821;1260;25144;30782;2906;30122;8768;5784;21811;26795;6620;30508;12671;23790;6106;2592;31261;1516;32415;29141;11064;1323;26474;10521;16567;25104;2781;22942;724;13301;4793;30378;1546;12923;14569;28689;25141;8225;22466;4449;25845;17174;20361;24924;17235;24652;25909;5547;3751;27854;32375;28368;28857;26963;24312;4189;29478;7187;19170;10595;22021;7385;12961;302;
14795;26458;19435;15407;8300;26565;15357;27962;2499;13723;14120;18162;12084;28865;14733;385;8848;29908;15653;18572;21560;22204;4356;17765;17542;24708;13790;6531;25704;32616;25546;23856;26958;22576;7494;30338;6215;30141;29563;23692;19558;17890;24515;6869;15467;22645;22121;10506;17311;5285;30384;27375;12800;22669;31766;27803;26526;14090;21721;12005;16197;18378;443;6170;3164;15782;8962;23793;12301;14130;22212;30144;2471;32146;19553;29679;17984;9615;12625;19373;21406;18154;23328;26083;31320;15855;21174;3686;25400;11086;9436;4721;3044;9767;7164;9042;28349;21604;18216;20835;25096;23883;29278;13116;
29260;27219;29707;3367;15354;10807;29645;3285;2131;2634;3709;27983;12679;6666;31597;5934;4634;19703;5870;4367;908;3750;30230;21570;12345;23825;26560;22978;15486;23857;1747;29546;2845;7631;16840;17765;8419;31895;31590;29671;27528;24942;10448;22810;28630;17413;4290;22364;8973;12206;4120;7079;29575;14703;1936;25680;17560;7253;22224;8181;25016;28683;2219;30897;11492;11691;5280;8081;3137;30420;22947;27724;23299;21245;13857;9518;24973;22281;24894;854;6361;27419;26977;18209;15643;8875;31730;28902;29601;23258;23138;29156;2046;4866;8300;27000;1127;13202;16283;17044;10589;14105;21517;17772;
2189;27040;13942;29042;18164;12861;28519;13189;19014;6885;28625;19557;21905;2690;12997;31595;22813;25925;11389;16759;31128;1854;10912;20521;4719;19754;2498;31060;14207;8076;25642;12975;31213;13311;7641;462;29778;30922;29128;25681;25116;24245;25712;2140;17969;29979;16271;26951;25813;3137;31530;9366;5325;20966;14286;6955;11204;7195;11804;12986;2543;22101;14213;19326;2285;17601;21585;15914;20977;4567;21222;30243;24354;23090;31815;31724;11330;10911;27099;993;23182;9332;26736;21801;19430;15395;3199;7398;31022;17934;23473;430;2036;17821;12195;2879;25427;12942;13798;12910;23575;10381;12619;11617;
5153;13573;24669;19454;14606;14133;11566;30883;21011;1670;2647;12568;9515;21276;8506;3010;30581;29867;13706;7449;11479;7052;25102;20828;2792;6160;4769;3715;8973;11284;24446;12917;10210;6869;11706;16763;12763;27398;14610;22772;14123;3872;27367;14923;15076;26618;8839;551;30560;21913;21166;24545;2017;19017;6221;24891;21876;5100;11913;9807;19227;20371;25607;4549;5418;15179;30055;18761;28658;23098;28942;6716;18845;7914;2089;5802;15193;4068;28910;32381;7609;6785;15909;18672;15447;2045;20456;25158;27839;18637;16807;29115;3208;2610;31087;15291;10948;18959;15467;29778;24731;23800;27819;5604;
7474;6795;21540;4126;26834;9219;8440;25388;25414;30986;30456;31532;388;20175;14951;24547;20112;23897;30721;3247;13214;5915;3644;1213;2935;32456;31694;30588;1309;3944;30575;2386;6578;27308;13536;5261;6550;16766;31532;30364;5328;10973;28718;15743;8879;23784;15699;18812;19632;31800;29090;14100;8355;30067;17657;9525;11786;5406;8345;11185;29378;20915;4324;5615;31461;31732;1126;13793;14318;18814;31763;25397;21278;28065;4303;31440;32543;13423;29236;29304;3304;21523;17039;21712;18400;26725;29739;14730;23878;19643;3027;3544;21200;18433;27794;16675;20626;16140;4285;10752;16930;24875;21555;14176;
4858;767;13284;16902;2589;7053;9872;4671;2302;6034;29393;28109;12701;30486;9820;16932;14323;26948;4740;16089;25232;23161;29184;29783;32387;10395;7149;19156;19066;29100;26647;25987;7466;12447;10356;17931;19185;7274;23537;17465;3770;32092;32369;11761;31266;27825;6675;9067;12505;12900;32180;924;29514;13636;15542;31985;15486;12618;23551;5699;30525;10282;20548;17416;3703;16424;12679;24006;23779;1325;18398;1998;16358;16410;21879;25894;20918;22620;16857;9671;3775;29633;2668;17672;27206;18569;7228;3163;5708;21953;31482;11831;693;30156;22852;3413;22441;32579;1573;1055;28475;26623;21472;16486;
4680;7795;23529;1875;31906;3391;17461;30112;27758;32003;27059;4103;16587;18545;5147;14331;27573;5799;5862;22679;15144;4027;925;24532;15752;16279;20823;22526;17728;6919;7550;13673;20394;23312;27089;11360;21295;8836;31663;9054;14511;8659;16530;5505;1058;11556;23514;31035;28800;30884;16844;32587;735;28446;986;15851;22747;22221;12836;7243;13883;14446;30272;4671;5586;15512;19254;4148;16802;29520;30415;9065;13896;14809;10256;10844;21908;13001;24321;11650;11383;1122;435;12346;20514;20766;17024;3588;5740;7820;15253;14318;11636;7771;25518;26192;22152;3508;16417;4793;18502;7886;30750;20009;
31745;8380;11573;18305;27239;22921;15640;5687;31584;18054;20643;7502;11577;14051;23577;6790;14081;29821;29873;13776;10803;28407;8017;9476;22422;7436;31897;14294;31586;2083;30243;24583;29860;13860;20745;2520;3043;25995;18856;22724;3332;20411;7332;7278;14443;26004;8493;4569;20323;14919;22656;17623;16320;4201;5808;9668;12995;15687;10406;10099;829;22138;7014;31081;24311;23995;2197;12873;5970;24312;3128;32400;25899;13479;18367;10114;9217;26202;5698;1637;18522;21907;22026;14316;5474;11482;27475;9206;21974;17678;24656;11641;7200;29945;18032;7864;19908;32550;15584;9661;32250;4599;16465;29955;
23452;3570;10235;23667;13891;1628;29666;28305;24238;12297;20568;1528;26211;12914;29379;16132;664;3848;13216;14798;5715;4808;2504;14429;10193;1552;19186;27930;17701;3761;21882;3461;7201;30789;1889;32039;18809;22211;9876;9415;8998;14160;7793;18913;521;21336;13959;31316;20177;31198;9885;24667;22046;8976;11254;4798;10214;25119;980;13642;1561;10573;28475;32126;9856;5192;9207;28551;19435;11446;20193;26479;31371;23825;2909;17041;19357;1461;29735;15696;9288;26679;12624;22792;21449;23801;10115;24133;23757;1787;11405;20275;28190;31220;25884;24150;20098;1698;12231;15739;16353;8542;16719;22767;
7589;5875;22053;21230;14950;944;7468;21342;16583;16572;16319;32702;7067;15274;10998;12121;10573;27725;32293;12223;15998;23758;17062;11637;15343;30715;20697;5356;15266;4578;1640;32688;6460;24223;12752;482;22958;19314;22301;27624;13844;28181;12788;21603;19933;32332;6359;32353;17453;3517;9637;28629;19583;29186;18272;19524;27279;5373;8499;18368;26999;8043;23220;17946;19992;12732;17766;31316;18619;7971;31618;6741;27128;24297;23543;31456;7896;10246;1967;10183;14390;27378;17428;19548;363;7609;26323;41;10794;3662;11999;19425;1960;12065;11962;31382;28928;4595;11248;2859;15063;1257;6116;22029;
5691;1504;1486;15134;22225;1;16901;27634;25648;1941;28282;9790;23176;2074;18565;29325;7815;6294;31717;15157;26749;27179;9986;20362;2750;1260;29812;10065;30536;18159;28105;31352;18597;22947;27523;260;21011;4452;18017;28490;31459;27469;11744;610;26911;7502;18432;12505;16239;27774;32331;21414;29245;15794;7188;23391;30744;5198;8701;26029;22870;29531;29372;18174;25342;21722;15646;23673;229;11096;18251;14903;790;8643;32589;2480;21111;3452;29900;11379;22698;18093;8219;30491;7986;23261;6777;6270;27095;19906;11152;295;20555;23638;20546;24327;6925;30253;7845;359;26510;24837;11084;14625;
22419;15007;21449;2320;20442;19661;4719;15045;2560;26573;16221;11131;32162;14037;25272;25933;25795;17135;31799;22695;24429;6151;25573;18939;31387;16450;10274;18357;7767;2450;3307;15472;10016;18824;4188;29034;11918;4969;6259;5429;18233;5251;11799;6832;12246;2753;26969;1078;16803;2430;29433;28437;7686;151;16172;29506;24432;14788;26012;11083;20872;16424;15025;30860;29830;26150;3599;22438;20444;23927;12896;22829;22556;5497;12883;4769;27670;21450;22244;7072;11584;15126;25311;27481;14172;13357;10143;10820;31572;27993;22300;19473;16745;25582;14117;1502;5772;11298;6633;29868;10508;27423;16316;2068;
22642;14167;1560;1334;31914;21272;2018;13811;10339;30048;4847;6236;27319;5362;5831;8809;21519;27049;28841;28143;16961;6157;14543;24780;14332;15140;29938;9572;17254;16523;21521;1874;14339;19140;22383;2135;16345;3538;3291;16790;2002;23043;15923;25860;2913;18702;14891;29466;17256;16733;6731;30925;15450;17324;10807;27071;22429;14035;21555;27319;15410;9696;14054;8271;14999;9321;18526;21996;10220;19745;10837;4339;29782;3752;5043;25658;161;15016;29524;6077;30505;2845;12298;30867;11258;4596;10726;25888;18486;18136;24755;27019;17591;10057;25540;114;30710;7406;28400;19421;15147;7724;22746;23153;
27318;15607;13942;19687;17854;6120;22472;28604;28952;24976;495;7465;8554;29197;2659;31573;12432;5850;14203;27338;8766;5356;2610;14629;23527;4346;21802;27666;5086;21020;17649;14456;15292;4759;15748;31217;27137;21239;12561;15997;1790;25439;21505;14967;16626;5918;21046;14536;2931;22146;27025;23386;11791;753;3512;16336;9780;24885;30998;23668;24653;32280;20259;10608;3118;16689;13285;27202;4274;8701;31927;11114;25250;13106;24137;18533;17113;30799;15336;3551;10150;14712;31743;19493;21874;18817;1502;28121;27299;29257;19643;26345;25280;31561;3062;4033;21717;32364;6306;16576;28953;32545;27712;16873;
462;30639;19661;25308;29545;20682;13824;20228;10227;30563;26573;29201;6575;1220;15917;169;4349;11483;13857;31066;29054;26326;17396;12756;25209;1009;24257;17493;22141;10380;25910;29028;13896;23425;16279;18882;13032;8116;25350;13470;800;19436;6657;9736;4109;5345;13868;6568;21769;32150;3921;9648;30416;8680;29605;14863;21986;3943;27981;24552;8232;8294;288;3394;9689;3406;19119;24833;30111;10296;6530;23317;1014;30394;29605;25841;25045;7680;8548;15934;18065;21791;9810;8657;28926;20903;19344;14043;9175;25207;8011;8800;16736;11478;3463;19691;19017;16319;30235;12415;17366;29051;25597;17104;
18749;15222;18880;20403;19536;2123;26459;22484;18779;10273;15660;18343;29264;24378;12349;6817;5409;17097;17349;16039;16750;22532;3058;19399;29024;10619;15845;25638;14805;18088;255;20537;17853;25031;25947;11064;8387;32744;9115;13264;5425;28482;2536;5401;8461;30666;14900;15303;18056;31236;7618;2980;15258;28697;12777;2366;15590;1323;4629;19420;2019;14053;25358;19383;16445;13654;893;24679;17529;29951;9644;924;13785;10026;13965;11278;14207;3198;13822;21687;10452;21969;25675;1087;24363;1853;26868;26808;8866;4470;22193;23435;29257;5466;12468;25010;21383;1482;21806;31784;12473;7097;28948;23710;
2843;20610;24867;21104;1004;21119;9250;983;205;10199;16999;18272;28523;29591;20124;12701;27741;4357;25539;11034;20816;31025;17528;8850;28257;9932;32630;12131;29386;27709;15709;14400;18625;28658;7091;29222;26781;17140;14632;19345;26427;17855;22302;6127;17312;20304;13416;3925;14303;19071;1362;30321;4413;15759;11490;704;21396;28676;7006;20224;11253;8884;30222;29673;30353;3617;27715;6424;23514;6918;23961;4684;18661;2352;13688;23764;18195;30863;8161;4424;30448;2189;31591;7544;12891;414;11387;23202;6632;15641;13805;21480;4482;16198;15024;20736;28757;14264;19678;31022;26603;23517;11771;8815;
26260;20435;25726;8439;30988;4477;19085;10974;28504;6615;31241;9239;18673;10374;14794;26273;11300;28084;20524;23297;27833;1562;24266;29935;26067;32094;11145;26704;11031;19104;31449;10852;21776;31568;24375;4929;27858;66;8694;13184;15070;20740;10560;12854;32070;22895;32600;18214;18706;25980;24353;9524;6881;32601;27108;26909;23252;29628;27214;24678;22439;28792;18616;15506;32033;29006;5292;1688;18863;28421;18340;26260;18252;1212;9492;5053;2979;32640;23467;151;888;3098;19414;5994;3396;30506;6023;6898;10015;13178;24372;32600;13283;6796;20514;20321;7055;7029;26595;29158;19177;19438;4382;25476;
22120;4009;32142;14484;17488;18913;24909;31581;16927;19765;29523;14985;18728;32182;22329;23510;30334;22847;21571;1806;6675;23045;32158;15673;16673;26478;12262;28689;16329;18727;2028;11702;32251;20593;14005;13475;2965;11195;22214;993;16335;6262;9886;15226;26582;26405;19589;24881;18615;1459;1924;23920;30847;1034;29109;17538;21152;18145;14269;16386;2967;23765;27030;11412;10188;10684;18578;16339;22970;23606;13980;19082;2895;24964;10945;27430;5782;19358;20208;17515;29075;23935;11006;3175;20847;12740;237;1956;2261;12149;15982;17570;9627;16675;10148;11140;4517;563;7979;13834;15110;22137;12121;25535;
1897;8201;14532;15988;5808;1865;27140;748;6362;2379;25786;16857;15146;16474;13265;3335;28805;6867;30467;1240;6429;29751;26527;23024;19788;17533;6794;5937;20418;22957;9092;18410;27363;20394;32173;20043;15723;14927;23880;32285;14932;13758;20158;20400;24569;20725;18150;16148;27259;1699;2179;11147;1380;14393;783;19263;16522;24387;3767;1841;19511;26873;10662;21362;16518;28689;6790;22421;29712;18648;7236;31588;9672;4993;30484;11218;32292;18621;10934;27697;11134;29836;3575;1957;7609;4946;1914;30425;9511;17709;17336;19952;30890;19334;3142;18111;26394;1254;9303;15161;14311;23307;20097;9258;
32512;22332;24516;28713;26611;20697;968;18119;15445;27190;5734;3085;10596;20393;13930;14374;2283;27874;30103;22360;12646;3195;18924;17977;4455;5584;9254;32287;6712;23825;20358;1496;15810;14742;32468;23195;941;22130;10916;25919;31177;29002;9432;20395;941;31592;1382;20110;19870;20747;21596;13136;26290;31489;5409;23112;17972;11896;5885;18735;16459;32530;11995;4564;11735;30519;15950;19730;19356;2735;11219;16895;5282;6000;12374;3431;7131;26804;7671;23929;10503;28751;1037;5567;7381;10816;21611;28500;24651;24198;28131;26961;25447;13621;12297;7560;28423;20680;31801;19829;19974;25273;18396;15217;
4520;28239;9190;9257;30008;11704;23971;27727;9455;19799;7348;22159;27672;29023;8789;21957;3698;14753;3553;20333;20694;14242;19095;25178;29977;2801;2718;1452;11572;6071;29511;5116;18850;2960;24211;5849;9994;9369;22005;26232;7966;28363;10840;29095;195;27527;19812;16899;21362;22385;20477;4203;27102;642;10765;32180;2007;28249;12164;17310;8046;9938;22173;29191;26970;2266;13154;3167;23706;27522;19570;7004;18780;24402;11522;1775;6942;30687;22562;19574;1555;21407;321;25907;9160;22013;11764;28925;17159;18345;9459;31029;28412;20786;20068;24572;29078;982;26973;20387;21808;25753;15012;15971;
10609;11668;6329;23119;3952;14736;30998;29062;20764;19923;25269;10925;2012;13882;27091;8605;5746;26504;6388;15448;31269;7166;27431;19522;14111;7724;15243;20366;25620;13830;19986;26358;6436;27706;21893;21423;17923;6081;6856;4508;13143;27060;10592;25026;13153;27490;9522;22780;17888;8863;11661;18159;13106;20575;29035;2369;25277;32131;22772;7942;28813;18930;26692;4219;17982;12780;16238;32503;15133;15771;23489;28958;32650;20203;32330;12120;22433;412;23449;17538;26905;20886;30920;30435;8299;31612;22970;19809;28983;19331;25761;29940;30180;20101;7875;6748;12936;6481;9853;3087;32519;6726;3720;14454;
23678;10528;32379;23640;14818;18705;15505;30103;27620;20756;1197;19994;23576;28286;20635;13066;13143;13781;30105;11329;866;13798;15126;18431;13255;16658;20153;20191;13833;24809;14757;29706;17659;10234;15100;21931;13165;21992;11169;24995;3594;449;20291;29309;5249;16012;13975;14500;19939;28193;5860;17363;15436;13886;15045;16590;29638;19414;28715;16208;6250;2220;6049;5188;1993;32545;14548;11319;12682;74;16466;25102;25428;18502;19090;11764;3054;17615;8245;16535;14756;10766;18315;24212;22509;18868;20313;4143;28748;24646;14041;31048;29300;19640;5891;28043;18351;26174;28939;5350;13696;25695;17963;13376;
21383;3403;23714;28264;6310;7790;22013;4427;17250;9029;31381;17259;8588;11889;24153;9612;31520;10506;17101;15536;9325;11317;23123;14406;31606;6393;20650;26783;21657;25166;15540;31137;6766;15735;24444;17855;9458;11410;21623;21801;3045;5998;5898;23871;30832;26268;333;21580;14859;21705;10255;28017;8862;27211;14362;4319;28134;22265;14519;9289;14363;7744;22389;14234;18384;18803;8487;27107;12058;5219;19500;6807;2036;18480;30707;15098;20450;14430;1469;21463;9941;5675;28325;4977;30031;3616;15070;30653;15815;25575;32317;26830;7503;92;32247;22417;16244;9702;25515;13498;18790;16136;8611;21502;
89;31539;27735;3971;12074;11743;27954;16277;3910;9178;4761;23194;14536;25311;8490;20808;24033;1898;27201;31509;21885;13515;19393;9967;14627;19321;23825;9262;6685;22954;28004;22471;4570;31264;14142;12738;12688;5446;27956;5870;5413;14459;1011;4819;7504;30638;23939;26088;5372;3371;14797;17414;17901;11188;4187;22301;16549;14036;14176;23078;23433;21872;31736;24664;11584;4767;4016;7327;1628;188;28489;15690;11836;4793;9913;12291;26416;8117;5747;25093;32223;17617;7656;20617;26598;6464;20302;32129;13762;26782;4256;7305;23536;26499;19942;3099;5970;5719;8374;28418;28885;18024;4347;31249;
